Conference,Score
Southeastern Conference,42.6
Pac-12 Conference,40.0
Atlantic Coast Conference,36.7
Big Ten Conference,36.3
Big 12 Conference,34.3
American Athletic Conference,24.7
Independent,24.4
Mountain West Conference,22.6
Sun Belt Conference,20.9
Conference USA,19.5
Mid-American Conference,17.3
FCS,3.0
