Conference,Score
Southeastern Conference,35.5
Big 12 Conference,31.8
Pac-12 Conference,31.2
Big Ten Conference,31.1
Atlantic Coast Conference,30.2
American Athletic Conference,22.7
Sun Belt Conference,20.6
Independent,19.7
Mountain West Conference,17.3
Conference USA,17.2
Mid-American Conference,15.3
FCS,5.9
