Conference,Score
Southeastern Conference,42.1
Pac-12 Conference,41.2
Big Ten Conference,37.6
Atlantic Coast Conference,36.8
Big 12 Conference,33.5
American Athletic Conference,24.8
Independent,24.2
Mountain West Conference,22.7
Sun Belt Conference,20.3
Conference USA,19.6
Mid-American Conference,18.7
FCS,2.9
