Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
stanford,17,34,17,47.3,29.6,13.2
oregon,1,1,0,75.3,63.6,29.6
washington,25,26,1,44.7,25.3,9.7
oregon-state,90,94,4,20.5,-8.3,3.5
washington-state,77,108,31,23.9,-1.5,9.3
california,93,82,-11,18.8,-11.8,0.7
arizona-state,22,42,20,45.8,27.0,9.6
ucla,15,13,-2,48.5,31.5,13.6
southern-california,55,29,-26,30.0,10.6,7.8
arizona,12,25,13,49.8,25.3,9.9
utah,7,40,33,53.5,31.0,5.0
colorado,83,101,18,21.8,-16.7,11.2
missouri,21,17,-4,46.3,20.1,12.0
south-carolina,43,15,-28,36.9,24.4,13.0
georgia,41,49,8,38.3,27.3,12.8
vanderbilt,58,70,12,29.3,9.2,5.1
florida,42,10,-32,37.8,26.2,15.0
tennessee,13,23,10,49.3,24.7,10.6
kentucky,81,93,12,22.5,-4.4,3.4
auburn,14,56,42,49.3,24.6,0.7
alabama,4,3,-1,56.3,44.5,21.4
louisiana-state,11,9,-2,50.3,26.1,15.4
texas-am,20,11,-9,46.4,20.3,15.0
mississippi,30,24,-6,42.6,14.6,10.3
mississippi-state,50,74,24,33.2,17.2,3.9
arkansas,39,28,-11,38.5,8.5,8.3
baylor,2,7,5,60.4,41.3,17.5
oklahoma,6,8,2,55.8,34.3,16.9
oklahoma-state,3,6,3,57.8,37.4,18.6
texas,65,20,-45,26.8,4.3,11.2
kansas-state,80,90,10,23.1,-3.1,2.7
texas-tech,24,31,7,44.9,18.1,7.6
texas-christian,62,59,-3,27.7,6.1,8.6
west-virginia,64,55,-9,26.8,4.3,0.7
iowa-state,104,105,1,13.3,-16.1,7.7
kansas,66,73,7,26.7,-4.8,1.3
ohio-state,18,18,0,47.0,21.2,11.9
wisconsin,8,21,13,53.2,30.5,11.1
penn-state,27,33,6,43.4,15.8,7.4
indiana,79,45,-34,23.4,-2.6,3.0
illinois,53,89,36,31.5,-2.0,9.2
purdue,99,100,1,15.0,-19.2,5.3
michigan-state,48,35,-13,34.2,2.0,6.8
nebraska,23,38,15,44.9,18.1,5.1
iowa,69,78,9,25.9,2.4,0.7
minnesota,54,52,-2,30.8,-3.1,0.3
michigan,9,12,3,52.9,30.0,14.0
northwestern,16,19,3,47.4,21.8,11.4
florida-state,10,5,-5,52.3,37.9,19.0
clemson,19,22,3,46.9,21.0,10.8
boston-college,72,92,20,25.5,-11.1,9.5
syracuse,92,69,-23,18.8,7.1,5.4
maryland,38,46,8,38.7,8.7,2.7
wake-forest,96,67,-29,16.9,-15.5,3.2
north-carolina-state,47,37,-10,34.6,2.6,5.7
duke,37,36,-1,40.6,11.5,6.3
miami-fl,33,43,10,41.0,12.2,3.8
virginia-tech,49,63,14,33.8,18.3,7.5
georgia-tech,5,2,-3,55.9,43.9,22.3
north-carolina,60,75,15,28.7,8.1,3.5
pittsburgh,88,76,-12,21.3,4.1,2.0
virginia,71,54,-17,25.6,1.9,0.1
central-florida,35,44,9,40.8,11.9,3.3
louisville,31,27,-4,42.5,14.5,8.4
cincinnati,68,16,-52,26.1,2.8,12.1
houston,29,32,3,43.3,15.6,7.5
southern-methodist,89,79,-10,20.6,-8.1,0.6
rutgers,52,68,16,32.2,15.0,5.8
connecticut,116,121,5,7.5,-30.6,15.0
south-florida,118,122,4,7.0,-28.3,17.0
