Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
stanford,8,9,1,65.1,53.6,22.5
oregon,6,5,-1,68.9,58.6,22.5
washington,19,22,3,50.7,47.8,19.3
oregon-state,70,68,-2,26.2,19.0,19.1
washington-state,67,64,-3,26.4,19.4,18.3
california,111,110,-1,7.0,3.9,15.6
arizona-state,9,11,2,65.0,53.4,24.2
ucla,16,21,5,52.5,43.1,17.5
southern-california,26,18,-8,46.9,39.2,21.5
arizona,30,27,-3,42.4,42.2,19.0
utah,57,61,4,30.6,36.6,19.6
colorado,96,97,1,13.1,6.1,18.1
missouri,7,7,0,68.7,51.4,23.9
south-carolina,14,14,0,58.1,44.3,20.1
georgia,25,28,3,47.2,42.2,18.1
vanderbilt,47,50,3,34.2,21.5,16.7
florida,75,73,-2,22.6,26.9,16.8
tennessee,71,74,3,25.0,23.8,14.7
kentucky,103,101,-2,10.6,9.3,17.2
auburn,5,6,1,70.9,54.0,26.0
alabama,3,3,0,73.2,56.9,22.5
louisiana-state,17,17,0,51.4,41.5,17.9
texas-am,32,30,-2,41.3,32.9,17.5
mississippi,42,34,-8,37.5,33.5,18.5
mississippi-state,53,57,4,33.0,32.7,17.4
arkansas,87,90,3,15.7,16.9,13.3
baylor,4,4,0,71.5,56.1,23.8
oklahoma,21,20,-1,49.8,34.6,14.7
oklahoma-state,11,12,1,60.0,41.7,16.4
texas,37,45,8,39.9,26.6,19.4
kansas-state,51,55,4,33.3,26.0,21.4
texas-tech,66,59,-7,26.5,13.8,12.6
texas-christian,81,79,-2,19.1,17.6,12.1
west-virginia,94,89,-5,14.5,5.5,13.5
iowa-state,102,108,6,10.9,1.8,14.4
kansas,105,104,-1,9.7,-2.2,13.1
ohio-state,2,2,0,82.9,61.5,26.5
wisconsin,10,8,-2,61.3,56.0,24.1
penn-state,55,62,7,32.1,23.8,12.7
indiana,73,77,4,24.2,22.0,17.1
illinois,89,92,3,15.0,6.8,13.7
purdue,115,114,-1,4.3,-10.2,13.0
michigan-state,12,13,1,58.7,39.0,21.6
nebraska,44,37,-7,36.3,24.8,15.1
iowa,31,38,7,41.7,33.4,20.0
minnesota,43,40,-3,36.7,25.4,19.4
michigan,48,48,0,34.0,27.2,15.6
northwestern,74,75,1,23.8,21.1,14.9
florida-state,1,1,0,85.5,64.5,23.3
clemson,13,10,-3,58.3,44.5,20.2
boston-college,52,47,-5,33.3,25.9,23.6
syracuse,60,65,5,29.3,25.3,15.7
maryland,63,70,7,27.6,15.8,13.2
wake-forest,85,82,-3,17.0,12.0,19.4
north-carolina-state,97,95,-2,13.1,8.7,15.0
duke,23,26,3,47.8,30.5,19.6
miami-fl,27,29,2,44.7,31.8,20.2
virginia-tech,33,36,3,41.2,32.7,19.0
georgia-tech,20,16,-4,49.9,55.5,22.1
north-carolina,58,53,-5,30.0,26.7,18.0
pittsburgh,68,60,-8,26.3,23.2,17.5
virginia,100,98,-2,11.8,14.0,14.9
central-florida,24,23,-1,47.4,26.0,18.1
louisville,18,19,1,50.9,30.3,17.8
cincinnati,36,35,-1,40.0,21.4,14.0
houston,41,46,5,37.9,27.3,19.0
southern-methodist,90,87,-3,15.0,-1.2,13.5
rutgers,83,78,-5,18.1,5.5,11.9
connecticut,112,113,1,6.8,-7.6,15.8
south-florida,109,109,0,8.2,-2.4,19.0
memphis,91,84,-7,14.8,11.3,19.0
temple,107,112,5,9.0,2.7,15.7
utah-state,28,31,3,44.3,37.6,18.7
boise-state,38,39,1,39.6,30.1,19.8
colorado-state,62,72,10,27.7,19.1,23.0
wyoming,92,93,1,14.7,0.3,13.7
new-mexico,101,100,-1,11.5,3.6,14.7
air-force,110,107,-3,8.0,-1.4,13.4
fresno-state,29,25,-4,42.6,20.0,16.8
san-diego-state,76,69,-7,22.5,6.7,19.7
nevada-las-vegas,78,80,2,21.7,5.3,18.6
san-jose-state,79,85,6,19.8,6.3,14.8
nevada,95,94,-1,14.2,4.5,13.2
hawaii,113,116,3,5.7,-3.0,16.3
new-mexico-state,122,123,1,1.6,-27.0,20.1
