Conference,Score
Southeastern Conference,41.0
Pac-12 Conference,40.1
Atlantic Coast Conference,35.4
Big Ten Conference,35.1
Big 12 Conference,32.2
American Athletic Conference,24.1
Independent,23.7
Mountain West Conference,20.1
Sun Belt Conference,19.5
Mid-American Conference,16.9
Conference USA,16.5
FCS,2.3
