Conference,Score
Big 12 Conference,32.2
Southeastern Conference,32.0
Pac-12 Conference,28.3
Big Ten Conference,27.2
Atlantic Coast Conference,25.2
American Athletic Conference,22.5
Sun Belt Conference,21.9
Mountain West Conference,21.7
Independent,20.9
Conference USA,17.7
Mid-American Conference,16.1
FCS,4.8
