Conference,Score
Southeastern Conference,41.2
Pac-12 Conference,40.0
Big Ten Conference,37.5
Big 12 Conference,36.3
Atlantic Coast Conference,34.3
American Athletic Conference,24.9
Sun Belt Conference,23.6
Independent,23.2
Mountain West Conference,21.4
Conference USA,18.7
Mid-American Conference,17.0
FCS,4.5
