Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
stanford,16,18,2,48.5,23.8,11.5
oregon,1,1,0,78.6,66.0,26.9
washington,7,15,8,54.6,32.4,10.5
oregon-state,69,68,-1,24.2,-5.4,3.4
washington-state,56,64,8,28.1,1.0,8.0
california,99,101,2,13.4,-12.9,6.1
arizona-state,39,17,-22,35.0,17.2,10.5
ucla,13,9,-4,50.6,26.8,13.8
southern-california,34,42,8,38.6,17.7,6.3
arizona,10,10,0,53.8,31.2,11.0
utah,23,29,6,43.2,25.1,12.2
colorado,86,81,-5,19.3,-15.0,8.4
missouri,15,23,8,49.8,25.7,9.4
south-carolina,32,31,-1,38.9,24.0,10.7
georgia,27,38,11,41.0,27.6,11.5
vanderbilt,67,73,6,24.4,4.9,4.3
florida,19,37,18,45.3,35.2,12.2
tennessee,45,33,-12,32.8,21.5,9.8
kentucky,88,95,7,18.0,-2.0,2.9
auburn,29,11,-18,40.1,20.1,12.1
alabama,9,5,-4,54.3,32.0,18.5
louisiana-state,8,8,0,54.5,28.6,12.6
texas-am,30,35,5,39.9,19.8,11.0
mississippi,21,16,-5,45.1,19.1,8.2
mississippi-state,38,63,25,36.1,28.1,7.6
arkansas,42,27,-15,34.0,10.3,6.0
baylor,2,6,4,66.6,49.2,16.9
oklahoma,11,7,-4,51.1,27.6,14.3
oklahoma-state,6,4,-2,57.9,37.0,15.8
texas,73,89,16,23.4,2.8,9.9
kansas-state,78,60,-18,21.3,-1.4,2.8
texas-tech,24,26,2,42.5,12.7,6.9
texas-christian,74,71,-3,22.9,9.5,6.2
west-virginia,84,65,-19,19.6,-4.8,2.2
iowa-state,110,110,0,9.0,-16.9,7.4
kansas,82,83,1,19.8,-9.4,2.4
ohio-state,5,13,8,58.5,34.0,9.6
wisconsin,17,25,8,47.6,32.1,12.7
penn-state,31,41,10,39.1,18.6,6.7
indiana,66,50,-16,24.8,5.5,5.0
illinois,60,59,-1,26.6,2.5,8.2
purdue,107,98,-9,10.2,-16.8,6.9
michigan-state,50,30,-20,31.7,6.7,5.4
nebraska,36,39,3,37.1,15.3,7.1
iowa,46,62,16,32.7,8.2,0.9
minnesota,35,52,17,38.5,7.2,1.8
michigan,26,22,-4,41.3,11.0,12.0
northwestern,22,12,-10,43.5,13.9,9.6
florida-state,4,2,-2,61.8,42.5,19.0
clemson,20,21,1,45.2,19.2,9.1
boston-college,90,87,-3,17.6,-13.3,7.0
syracuse,53,69,16,29.4,14.7,5.5
maryland,28,36,8,40.3,9.7,3.1
wake-forest,92,102,10,15.7,-12.6,6.7
north-carolina-state,64,53,-11,25.3,0.3,4.7
duke,57,51,-6,28.0,12.0,5.0
miami-fl,14,28,14,50.3,26.3,5.5
virginia-tech,40,46,6,34.9,11.8,6.9
georgia-tech,3,3,0,62.9,44.1,19.6
north-carolina,71,66,-5,23.8,11.5,3.1
pittsburgh,49,56,7,32.1,12.2,5.0
virginia,47,72,25,32.5,12.8,0.8
central-florida,25,24,-1,42.0,14.7,5.6
louisville,12,19,7,50.6,23.5,7.0
cincinnati,41,40,-1,34.6,11.3,9.8
houston,33,32,-1,38.7,10.1,6.3
southern-methodist,100,90,-10,13.2,-13.1,5.0
rutgers,44,49,5,32.8,8.5,5.6
connecticut,114,118,4,5.8,-23.7,13.1
south-florida,118,119,1,4.0,-29.9,13.4
memphis,76,106,30,22.1,7.5,6.1
temple,111,111,0,8.0,-16.0,5.6
utah-state,37,20,-17,36.3,28.6,13.7
boise-state,58,47,-11,27.4,10.8,6.0
colorado-state,105,107,2,11.5,-13.4,10.9
wyoming,54,67,13,29.1,2.5,4.5
new-mexico,91,92,1,17.4,-3.4,2.3
air-force,97,86,-11,14.0,-6.8,4.1
fresno-state,55,55,0,28.6,-4.0,2.5
san-diego-state,112,115,3,7.7,-17.2,10.0
nevada-las-vegas,101,113,12,12.3,-19.4,12.5
san-jose-state,94,77,-17,15.0,-8.9,2.1
nevada,89,93,4,17.8,-8.5,3.7
hawaii,113,112,-1,6.3,-21.8,9.5
new-mexico-state,126,126,0,0.0,-44.0,21.2
navy,18,14,-4,45.7,24.5,11.0
brigham-young,51,43,-8,30.7,27.7,10.9
army,96,88,-8,14.1,-6.5,1.8
idaho,121,120,-1,2.4,-34.5,17.1
notre-dame,48,48,0,32.3,7.6,10.2
louisiana-lafayette,70,76,6,23.9,3.8,7.1
arkansas-state,63,34,-29,25.4,6.8,13.9
western-kentucky,75,94,19,22.7,1.4,3.0
louisiana-monroe,85,61,-24,19.6,-4.8,5.1
south-alabama,87,84,-3,18.7,-11.4,8.2
troy,77,44,-33,21.7,-0.6,10.1
texas-state,79,57,-22,21.2,-6.9,4.7
georgia-state,123,125,2,1.5,-37.9,19.1
marshall,59,54,-5,26.6,9.2,6.0
east-carolina,81,80,-1,20.2,-8.7,5.8
middle-tennessee-state,61,79,18,26.6,-1.5,3.2
florida-atlantic,109,105,-4,10.1,-17.0,9.7
alabama-birmingham,93,103,10,15.3,-8.4,6.5
florida-international,125,122,-3,0.2,-43.3,14.5
southern-mississippi,116,117,1,4.8,-27.2,11.9
rice,80,70,-10,20.7,4.2,3.2
north-texas,83,74,-9,19.7,-4.7,4.8
texas-san-antonio,65,82,17,25.0,5.9,3.0
tulane,98,91,-7,13.4,-17.2,8.3
louisiana-tech,102,99,-3,12.0,-12.0,4.7
tulsa,95,96,1,14.9,-9.3,4.1
texas-el-paso,104,97,-7,11.8,-16.5,7.5
bowling-green-state,52,58,6,30.5,4.7,7.4
buffalo,103,108,5,11.9,-16.3,8.3
ohio,62,78,16,26.6,-1.5,7.0
akron,106,104,-2,10.2,-16.8,10.7
kent-state,108,100,-8,10.2,-16.9,5.1
massachusetts,124,124,0,0.8,-40.7,19.3
miami-oh,122,123,1,2.2,-36.2,18.3
northern-illinois,43,45,2,33.5,2.9,4.4
ball-state,68,75,7,24.2,-5.3,2.5
toledo,72,85,13,23.4,2.8,1.2
central-michigan,117,116,-1,4.6,-31.9,12.8
eastern-michigan,115,109,-6,5.8,-28.7,11.5
western-michigan,119,114,-5,3.8,-28.8,8.5
fcs,120,121,1,2.5,-28.5,11.0
