Conference,Score
Pac-12 Conference,42.3
Southeastern Conference,42.1
Big Ten Conference,37.7
Atlantic Coast Conference,36.7
Big 12 Conference,35.5
American Athletic Conference,25.9
Independent,21.6
Sun Belt Conference,20.8
Mountain West Conference,20.3
Mid-American Conference,16.7
Conference USA,16.6
FCS,3.0
