Conference,Score
Pac-12 Conference,45.2
Southeastern Conference,43.7
Big Ten Conference,40.2
Atlantic Coast Conference,38.6
Big 12 Conference,37.9
American Athletic Conference,28.1
Sun Belt Conference,27.2
Independent,26.2
Mountain West Conference,23.9
Conference USA,20.4
Mid-American Conference,17.7
FCS,4.7
