Conference,Score
Southeastern Conference,43.9
Pac-12 Conference,42.5
Big Ten Conference,38.5
Atlantic Coast Conference,37.9
Big 12 Conference,35.1
American Athletic Conference,26.1
Independent,25.5
Mountain West Conference,23.4
Sun Belt Conference,21.0
Conference USA,19.8
Mid-American Conference,19.3
FCS,3.2
