Conference,Score
SEC,42.2
Pac12,40.5
B1G,37.3
ACC,36.9
Big12,33.4
AAC,25.8
Independents,24.5
MountainWest,22.7
SunBelt,20.4
CUSA,19.7
MAC,18.4
FCS,2.7
