Conference,Score
Southeastern Conference,44.3
Pac-12 Conference,42.7
Big Ten Conference,38.9
Atlantic Coast Conference,38.0
Big 12 Conference,36.8
American Athletic Conference,27.2
Independent,24.8
Sun Belt Conference,22.8
Mountain West Conference,22.8
Mid-American Conference,18.9
Conference USA,18.5
FCS,3.5
