Conference,Score
Southeastern Conference,42.2
Pac-12 Conference,39.7
Big Ten Conference,37.1
Atlantic Coast Conference,37.0
Big 12 Conference,33.4
American Athletic Conference,24.9
Independent,24.2
Mountain West Conference,22.5
Sun Belt Conference,20.5
Conference USA,19.7
Mid-American Conference,18.6
FCS,3.0
