Conference,Score
Southeastern Conference,42.6
Pac-12 Conference,40.3
Atlantic Coast Conference,36.1
Big Ten Conference,35.6
Big 12 Conference,33.2
American Athletic Conference,24.7
Independent,24.4
Mountain West Conference,22.4
Sun Belt Conference,21.0
Conference USA,19.1
Mid-American Conference,17.1
FCS,2.9
