Conference,Score
Southeastern Conference,42.1
Pac-12 Conference,39.8
Big Ten Conference,37.0
Atlantic Coast Conference,37.0
Big 12 Conference,33.3
American Athletic Conference,24.7
Independent,24.5
Mountain West Conference,22.9
Sun Belt Conference,20.7
Conference USA,19.6
Mid-American Conference,17.9
FCS,3.0
