Conference,Score
Southeastern Conference,44.1
Independent,35.8
Pac-12 Conference,35.1
Atlantic Coast Conference,32.3
Big 12 Conference,32.0
Big Ten Conference,31.7
Conference USA,19.0
American Athletic Conference,18.1
Mountain West Conference,18.0
Sun Belt Conference,13.3
Mid-American Conference,12.9
FCS,0.8
