Conference,Score
Southeastern Conference,39.3
Big 12 Conference,30.9
Atlantic Coast Conference,30.5
Big Ten Conference,30.4
Pac-12 Conference,29.8
Independent,26.7
Mountain West Conference,20.0
Conference USA,19.3
American Athletic Conference,17.3
Sun Belt Conference,15.9
Mid-American Conference,14.0
FCS,0.7
