Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
missouri,23,23,0,41.6,29.4,9.6
georgia,10,10,0,52.3,46.6,13.8
florida,35,36,1,33.5,33.4,12.6
south-carolina,57,59,2,25.2,18.1,7.8
tennessee,54,55,1,27.1,24.8,9.9
kentucky,78,78,0,19.1,14.1,7.8
vanderbilt,110,110,0,7.8,-4.4,6.9
alabama,1,1,0,70.0,55.5,17.0
mississippi-state,6,6,0,58.4,48.4,17.0
mississippi,11,11,0,51.9,46.0,15.1
auburn,14,14,0,48.3,47.9,15.9
louisiana-state,17,17,0,44.9,42.3,13.5
texas-am,43,44,1,30.1,24.0,10.8
arkansas,27,26,-1,38.9,48.2,16.1
oregon,4,4,0,60.4,43.8,12.6
stanford,34,35,1,33.7,30.4,8.6
washington,42,45,3,30.1,21.6,8.5
california,76,76,0,19.5,15.1,8.3
oregon-state,85,86,1,15.2,5.3,6.3
washington-state,102,102,0,10.0,2.4,8.8
arizona,29,29,0,36.3,22.0,10.2
arizona-state,28,28,0,38.4,24.8,9.6
ucla,19,20,1,42.4,32.1,10.7
southern-california,24,27,3,39.6,31.7,10.5
utah,31,31,0,35.8,25.8,9.6
colorado,107,107,0,8.0,2.6,9.6
florida-state,13,13,0,50.8,28.1,10.0
clemson,22,22,0,41.8,31.3,10.5
louisville,21,21,0,41.9,31.5,10.5
boston-college,37,33,-4,32.5,31.9,11.7
north-carolina-state,45,53,8,29.0,19.8,8.6
syracuse,93,93,0,12.1,9.3,10.0
wake-forest,113,113,0,6.6,-8.3,6.0
georgia-tech,9,8,-1,53.1,45.7,15.9
duke,40,37,-3,31.4,19.0,10.0
north-carolina,83,79,-4,16.8,6.2,7.6
pittsburgh,48,49,1,28.6,27.7,9.5
virginia-tech,53,56,3,27.3,22.0,8.1
miami-fl,56,48,-8,26.8,27.5,13.5
virginia,70,68,-2,22.2,21.1,9.1
texas-christian,3,3,0,60.5,45.0,17.6
baylor,5,5,0,59.7,44.0,12.6
kansas-state,20,19,-1,42.3,32.0,13.3
oklahoma,15,15,0,45.8,43.7,13.8
west-virginia,38,40,2,32.0,27.5,12.7
texas,63,61,-2,23.6,17.6,7.8
oklahoma-state,77,77,0,19.2,8.9,7.9
texas-tech,98,98,0,11.0,-0.2,7.3
kansas,111,111,0,7.6,-5.2,8.5
iowa-state,116,116,0,5.3,-8.2,11.7
ohio-state,2,2,0,66.8,51.6,14.3
michigan-state,7,7,0,57.2,46.8,15.6
maryland,62,60,-2,23.9,12.9,6.7
rutgers,61,70,9,23.9,11.1,8.9
michigan,69,69,0,22.3,21.4,9.2
penn-state,60,66,6,24.4,16.7,7.6
indiana,84,84,0,16.4,14.3,6.1
wisconsin,12,12,0,51.2,43.1,14.4
nebraska,26,24,-2,38.9,30.6,13.0
minnesota,32,32,0,35.5,27.3,11.2
iowa,58,57,-1,24.9,14.8,9.0
illinois,89,88,-1,13.7,-0.4,8.6
northwestern,82,83,1,17.3,10.0,7.9
purdue,99,100,1,10.7,4.7,16.0
navy,36,39,3,33.5,27.5,10.0
army,92,92,0,12.2,2.9,4.7
brigham-young,41,41,0,30.9,23.0,9.6
notre-dame,47,50,3,28.6,21.4,10.2
boise-state,16,16,0,45.0,29.3,11.2
colorado-state,46,47,1,28.9,11.4,9.5
utah-state,44,43,-1,30.0,15.5,8.8
air-force,30,30,0,36.2,21.8,10.4
new-mexico,97,97,0,11.3,0.6,11.9
wyoming,104,104,0,9.1,-5.3,8.3
san-diego-state,71,64,-7,22.0,12.1,8.2
fresno-state,91,90,-1,12.5,-1.3,7.5
nevada,74,74,0,20.8,9.8,11.5
hawaii,106,106,0,8.3,-6.1,6.5
san-jose-state,114,114,0,6.2,-9.8,7.4
nevada-las-vegas,125,125,0,1.5,-23.0,7.4
marshall,8,9,1,53.9,35.2,15.2
middle-tennessee-state,75,75,0,20.3,11.1,7.6
western-kentucky,72,72,0,22.0,7.9,6.0
old-dominion,95,96,1,11.5,-6.5,7.4
alabama-birmingham,66,65,-1,23.1,16.8,10.1
florida-international,94,94,0,11.7,1.7,13.4
florida-atlantic,108,109,1,8.0,-4.0,10.2
louisiana-tech,33,38,5,33.8,25.7,15.2
rice,68,71,3,22.6,8.9,8.8
texas-el-paso,79,81,2,18.5,5.5,14.4
texas-san-antonio,103,103,0,9.5,-4.0,8.3
north-texas,101,101,0,10.5,-1.6,5.5
southern-mississippi,115,115,0,6.0,-10.3,14.0
memphis,25,25,0,39.2,26.0,9.7
cincinnati,50,42,-8,27.9,13.6,9.8
central-florida,52,46,-6,27.3,12.7,6.6
east-carolina,51,52,1,27.7,14.8,7.6
houston,67,67,0,22.6,10.6,8.0
temple,80,82,2,18.0,6.5,6.3
south-florida,112,112,0,6.9,-11.0,6.0
tulane,109,108,-1,7.9,-4.3,7.8
tulsa,118,118,0,4.1,-13.1,8.2
connecticut,121,120,-1,3.6,-15.2,7.3
southern-methodist,128,128,0,0.1,-29.1,7.8
bowling-green-state,87,87,0,14.7,-3.0,6.7
ohio,88,89,1,13.7,-2.1,8.5
buffalo,90,91,1,12.5,-2.6,4.9
akron,100,99,-1,10.7,-5.1,6.5
massachusetts,117,117,0,5.3,-12.7,11.6
miami-oh,120,121,1,3.6,-15.0,10.0
kent-state,122,122,0,3.1,-17.8,8.7
northern-illinois,39,34,-5,31.6,14.2,8.2
toledo,55,54,-1,27.1,13.8,8.1
western-michigan,65,63,-2,23.4,10.3,18.7
central-michigan,81,80,-1,17.3,3.2,14.8
ball-state,96,95,-1,11.4,-3.5,5.3
eastern-michigan,127,127,0,0.6,-26.9,10.0
georgia-southern,18,18,0,44.8,35.6,14.5
appalachian-state,59,58,-1,24.8,14.5,16.9
louisiana-lafayette,49,51,2,28.4,14.4,12.2
texas-state,73,73,0,20.9,7.6,8.7
arkansas-state,64,62,-2,23.5,12.3,8.6
south-alabama,86,85,-1,15.2,2.9,8.0
louisiana-monroe,105,105,0,8.5,-6.7,7.9
troy,119,119,0,4.0,-16.7,9.3
new-mexico-state,124,124,0,1.6,-23.2,9.6
idaho,123,123,0,2.6,-16.5,12.0
georgia-state,129,129,0,0.0,-29.5,7.5
fcs,126,126,0,0.7,-21.4,8.5
