Conference,Score
Southeastern Conference,42.3
Pac-12 Conference,33.3
Atlantic Coast Conference,31.9
Big Ten Conference,31.2
Big 12 Conference,30.3
Independent,28.9
Mountain West Conference,19.6
Conference USA,18.4
American Athletic Conference,17.3
Sun Belt Conference,14.5
Mid-American Conference,12.6
FCS,0.8
