Conference,Score
Southeastern Conference,41.1
Pac-12 Conference,31.4
Big Ten Conference,31.3
Big 12 Conference,31.2
Atlantic Coast Conference,30.5
Independent,27.3
Mountain West Conference,20.7
Conference USA,19.8
American Athletic Conference,17.6
Sun Belt Conference,15.5
Mid-American Conference,14.1
FCS,0.8
