Conference,Score
Southeastern Conference,43.9
Independent,38.1
Pac-12 Conference,35.8
Atlantic Coast Conference,33.1
Big Ten Conference,30.7
Big 12 Conference,30.2
American Athletic Conference,19.2
Conference USA,19.0
Mountain West Conference,17.3
Sun Belt Conference,13.1
Mid-American Conference,12.3
FCS,0.7
