Conference,Score
SEC,39.1
Big12,30.9
ACC,30.3
B1G,30.1
Pac12,29.4
Independents,26.0
MountainWest,19.6
CUSA,18.8
AAC,17.1
SunBelt,16.0
MAC,13.7
FCS,1.0
