Conference,Score
Southeastern Conference,41.4
Pac-12 Conference,39.0
Independent,37.1
Big Ten Conference,34.9
Atlantic Coast Conference,34.7
Big 12 Conference,32.5
American Athletic Conference,25.8
Mountain West Conference,24.6
Conference USA,23.1
Mid-American Conference,20.9
Sun Belt Conference,20.9
FCS,1.7
