Conference,Score
Southeastern Conference,39.2
Pac-12 Conference,30.8
Big 12 Conference,30.7
Big Ten Conference,30.5
Atlantic Coast Conference,30.1
Independent,26.3
Conference USA,19.3
Mountain West Conference,19.3
American Athletic Conference,16.8
Sun Belt Conference,15.8
Mid-American Conference,13.5
FCS,0.7
