Conference,Score
Southeastern Conference,38.4
Pac-12 Conference,31.9
Big Ten Conference,30.8
Atlantic Coast Conference,30.2
Big 12 Conference,29.4
Independent,27.2
Mountain West Conference,19.6
Conference USA,19.4
American Athletic Conference,17.3
Sun Belt Conference,15.5
Mid-American Conference,14.1
FCS,0.8
