Conference,Score
Southeastern Conference,44.5
Big 12 Conference,32.6
Pac-12 Conference,31.9
Atlantic Coast Conference,31.9
Big Ten Conference,31.9
Independent,29.0
Mountain West Conference,21.2
Conference USA,20.4
American Athletic Conference,18.1
Sun Belt Conference,16.9
Mid-American Conference,14.0
FCS,0.9
