Conference,Score
Southeastern Conference,44.7
Pac-12 Conference,32.7
Atlantic Coast Conference,32.2
Big Ten Conference,31.9
Big 12 Conference,31.6
Independent,28.9
Mountain West Conference,20.9
Conference USA,20.7
American Athletic Conference,18.0
Sun Belt Conference,16.0
Mid-American Conference,13.7
FCS,0.9
