Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
missouri,17,18,1,46.8,41.1,10.3
georgia,11,8,-3,53.8,57.0,15.5
florida,38,31,-7,34.5,43.5,13.9
south-carolina,62,51,-11,24.9,28.6,8.3
tennessee,54,55,1,28.2,35.2,10.9
kentucky,78,77,-1,20.0,24.4,8.5
vanderbilt,110,111,1,8.5,5.9,7.4
alabama,1,1,0,69.2,63.9,18.8
mississippi-state,7,2,-5,59.7,58.4,18.9
mississippi,12,14,2,53.1,56.1,16.8
auburn,15,12,-3,49.5,57.9,17.6
louisiana-state,19,22,3,46.2,52.7,14.9
texas-am,45,34,-11,31.0,33.8,11.1
arkansas,27,23,-4,39.7,58.2,17.6
oregon,3,6,3,61.1,54.0,13.6
stanford,36,45,9,34.8,40.6,9.3
washington,44,50,6,31.8,32.8,8.7
california,77,72,-5,20.9,26.4,8.9
oregon-state,88,86,-2,16.2,15.9,6.6
washington-state,102,97,-5,10.8,13.4,9.6
arizona,21,21,0,45.3,39.2,10.7
arizona-state,28,26,-2,39.4,36.0,10.6
ucla,22,16,-6,44.2,43.0,11.8
southern-california,26,32,6,39.8,42.4,11.6
utah,39,41,2,33.9,33.0,10.4
colorado,108,106,-2,8.8,14.0,10.3
florida-state,14,15,1,51.4,37.5,11.1
clemson,24,27,3,43.2,41.6,11.7
louisville,25,24,-1,43.1,41.5,11.6
boston-college,33,39,6,35.7,42.2,12.7
north-carolina-state,52,65,13,28.5,29.4,9.2
syracuse,93,90,-3,12.7,19.3,11.0
wake-forest,114,115,1,7.1,1.4,6.4
georgia-tech,8,11,3,58.4,56.6,16.3
duke,37,35,-2,34.6,29.1,11.0
north-carolina,79,67,-12,20.0,18.7,8.3
pittsburgh,50,57,7,29.7,38.1,10.5
virginia-tech,58,66,8,26.2,31.2,8.9
miami-fl,49,40,-9,29.7,38.1,14.9
virginia,69,60,-9,23.1,31.6,9.9
texas-christian,4,9,5,60.5,54.4,18.5
baylor,6,4,-2,59.9,53.7,14.0
kansas-state,18,19,1,46.6,42.3,14.5
oklahoma,13,13,0,51.6,56.1,15.2
west-virginia,40,43,3,33.0,37.3,13.8
texas,65,53,-12,24.5,27.8,8.5
oklahoma-state,83,85,2,17.6,16.6,8.2
texas-tech,98,98,0,11.7,9.9,7.7
kansas,111,110,-1,8.1,4.8,9.3
iowa-state,116,117,1,6.3,2.3,13.0
ohio-state,2,3,1,62.4,55.6,15.3
michigan-state,9,10,1,58.1,56.2,16.7
maryland,64,58,-6,24.7,22.7,7.2
rutgers,70,73,3,22.8,19.3,9.8
michigan,71,64,-7,22.6,30.4,10.1
penn-state,68,61,-7,23.6,26.0,8.3
indiana,86,87,1,16.9,23.9,6.5
wisconsin,5,7,2,60.4,59.3,15.7
nebraska,23,25,2,43.4,41.9,14.5
minnesota,30,28,-2,36.8,37.6,11.6
iowa,57,52,-5,26.3,25.5,9.4
illinois,89,96,7,15.2,9.2,8.9
northwestern,81,76,-5,18.3,20.6,8.6
purdue,99,92,-7,11.5,15.6,17.4
navy,42,46,4,32.4,39.5,11.0
army,92,93,1,12.7,10.5,4.9
brigham-young,35,37,2,35.2,35.1,10.2
notre-dame,48,36,-12,29.9,31.8,10.7
boise-state,16,20,4,47.5,42.0,11.9
colorado-state,32,29,-3,36.0,26.8,10.2
utah-state,47,38,-9,30.4,25.7,9.6
air-force,31,33,2,36.3,31.6,11.2
new-mexico,94,100,6,12.5,12.1,12.7
wyoming,104,99,-5,10.2,6.0,9.1
san-diego-state,63,74,11,24.9,22.9,8.4
fresno-state,87,88,1,16.7,12.1,8.0
nevada,61,69,8,25.1,23.5,12.6
hawaii,105,104,-1,9.4,5.5,6.8
san-jose-state,113,112,-1,7.2,1.9,7.4
nevada-las-vegas,124,124,0,2.3,-11.5,7.8
marshall,10,5,-5,54.4,45.7,16.7
middle-tennessee-state,76,70,-6,21.3,21.4,8.2
