Conference,Score
Southeastern Conference,39.6
Pac-12 Conference,30.6
Big Ten Conference,30.4
Atlantic Coast Conference,30.4
Big 12 Conference,29.0
Independent,26.2
Mountain West Conference,19.2
Conference USA,19.2
American Athletic Conference,16.7
Sun Belt Conference,15.8
Mid-American Conference,13.4
FCS,0.7
