Conference,Score
Southeastern Conference,41.7
Independent,39.3
Atlantic Coast Conference,33.3
Pac-12 Conference,32.7
Big 12 Conference,28.2
Big Ten Conference,24.7
Conference USA,17.3
Mountain West Conference,16.5
American Athletic Conference,15.9
Sun Belt Conference,13.2
Mid-American Conference,11.8
FCS,0.6
