Conference,Score
Southeastern Conference,40.4
Pac-12 Conference,31.0
Independent,30.2
Atlantic Coast Conference,30.1
Big 12 Conference,29.0
Big Ten Conference,28.9
Mountain West Conference,17.1
Conference USA,16.6
American Athletic Conference,15.6
Sun Belt Conference,12.5
Mid-American Conference,10.8
FCS,0.5
