Conference,Score
Southeastern Conference,43.4
Pac-12 Conference,33.5
Independent,33.4
Atlantic Coast Conference,31.8
Big 12 Conference,31.3
Big Ten Conference,31.1
Mountain West Conference,19.1
Conference USA,18.1
American Athletic Conference,17.3
Sun Belt Conference,13.7
Mid-American Conference,12.7
FCS,0.7
