Conference,Score
Southeastern Conference,41.8
Independent,40.3
Pac-12 Conference,34.2
Atlantic Coast Conference,31.9
Big 12 Conference,27.2
Big Ten Conference,26.8
Sun Belt Conference,19.1
Conference USA,17.8
American Athletic Conference,17.2
Mountain West Conference,17.2
Mid-American Conference,13.3
FCS,0.5
