Conference,Score
Southeastern Conference,38.4
Pac-12 Conference,31.3
Big Ten Conference,31.1
Atlantic Coast Conference,30.2
Big 12 Conference,29.4
Independent,27.3
Mountain West Conference,19.6
Conference USA,19.4
American Athletic Conference,17.4
Sun Belt Conference,15.5
Mid-American Conference,14.2
FCS,0.8
