Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
missouri,33,15,-18,37.4,23.6,11.2
georgia,12,23,11,48.7,49.0,21.3
florida,41,18,-23,35.1,25.1,12.1
south-carolina,27,30,3,39.5,26.9,10.8
tennessee,44,42,-2,32.7,21.0,11.0
kentucky,59,57,-2,26.8,10.7,4.8
vanderbilt,108,105,-3,10.7,-7.8,4.6
alabama,2,7,5,60.5,44.4,17.4
mississippi-state,5,11,6,57.6,40.5,12.3
mississippi,10,10,0,50.3,34.1,14.2
auburn,1,1,0,64.7,54.3,25.3
louisiana-state,20,9,-11,43.6,33.4,15.3
texas-am,3,4,1,58.4,41.6,18.4
arkansas,11,19,8,48.8,41.8,16.6
oregon,8,8,0,53.0,34.4,16.8
stanford,34,33,-1,37.1,28.6,12.9
washington,39,38,-1,36.5,12.4,7.7
california,52,50,-2,28.8,14.1,4.6
oregon-state,51,64,13,29.3,4.7,1.5
washington-state,96,98,2,13.2,-1.1,6.4
arizona,19,12,-7,45.0,23.7,16.1
arizona-state,24,22,-2,42.8,23.7,10.7
ucla,15,16,1,47.7,30.5,11.9
southern-california,42,45,3,34.9,24.7,15.2
utah,14,26,12,47.9,30.8,10.5
colorado,93,99,6,13.9,-8.5,5.8
florida-state,23,27,4,43.0,23.9,16.9
clemson,50,37,-13,29.6,32.8,14.1
louisville,31,31,0,38.7,25.6,12.9
boston-college,25,32,7,39.7,27.2,10.0
north-carolina-state,21,25,4,43.1,21.1,11.2
syracuse,62,55,-7,25.4,8.2,6.8
wake-forest,101,104,3,11.6,-13.0,4.9
georgia-tech,13,17,4,48.5,28.4,9.9
duke,26,29,3,39.6,16.5,7.5
north-carolina,77,56,-21,20.0,-1.2,3.4
pittsburgh,22,5,-17,43.0,32.6,17.3
virginia-tech,53,40,-13,28.4,20.6,10.0
miami-fl,63,48,-15,25.3,14.3,7.2
virginia,56,54,-2,27.7,19.2,5.4
texas-christian,37,34,-3,36.8,18.9,6.5
baylor,4,2,-2,58.4,45.4,19.5
kansas-state,45,44,-1,32.1,19.9,7.6
oklahoma,6,6,0,57.1,39.9,16.3
west-virginia,61,53,-8,25.7,15.1,7.1
texas,68,71,3,23.2,17.9,9.8
oklahoma-state,43,41,-2,33.4,22.1,14.1
texas-tech,90,91,1,15.3,-9.5,4.3
kansas,102,109,7,11.6,-16.0,6.4
iowa-state,115,113,-2,8.4,-16.7,13.7
ohio-state,28,24,-4,39.1,32.2,15.7
michigan-state,35,51,16,36.8,28.1,11.0
maryland,58,62,4,27.5,7.7,5.7
rutgers,55,81,26,28.3,8.9,6.4
michigan,49,35,-14,29.6,22.9,13.2
penn-state,30,47,17,38.9,15.6,6.6
indiana,46,61,15,31.2,18.4,7.4
wisconsin,17,36,19,47.4,46.6,16.4
nebraska,9,20,11,50.7,31.3,13.5
minnesota,48,65,17,29.8,11.5,4.2
iowa,60,80,20,25.8,5.0,3.4
illinois,84,96,12,17.7,-8.0,6.2
northwestern,89,94,5,15.7,0.3,2.4
purdue,105,114,9,11.3,-13.6,11.7
navy,47,21,-26,31.0,25.7,14.6
army,81,79,-2,18.1,5.8,2.2
brigham-young,7,3,-4,55.8,38.1,17.5
notre-dame,16,13,-3,47.5,30.2,14.7
boise-state,36,46,10,36.8,22.6,9.2
colorado-state,69,70,1,23.0,3.9,5.0
utah-state,73,67,-6,21.1,5.9,4.7
air-force,65,68,3,24.3,6.3,4.7
new-mexico,112,117,5,8.9,-15.4,8.1
wyoming,85,85,0,17.3,-8.5,3.9
san-diego-state,91,75,-16,15.0,-1.4,2.0
fresno-state,98,116,18,12.8,-2.2,7.0
nevada,71,72,1,22.2,2.5,4.9
hawaii,110,100,-10,10.0,-9.6,5.0
san-jose-state,106,84,-22,11.2,-10.2,0.9
nevada-las-vegas,119,111,-8,4.5,-24.3,7.0
marshall,18,28,10,45.5,24.4,8.0
middle-tennessee-state,70,59,-11,22.2,8.1,5.3
western-kentucky,87,83,-4,16.6,2.5,6.2
old-dominion,75,76,1,20.8,-3.0,5.1
alabama-birmingham,66,69,3,24.2,6.1,2.1
florida-international,113,106,-7,8.9,-12.7,14.5
florida-atlantic,109,107,-2,10.3,-8.9,8.8
louisiana-tech,78,60,-18,19.7,3.2,10.5
rice,99,90,-9,12.4,7.1,3.4
texas-el-paso,95,97,2,13.5,-12.7,8.0
texas-san-antonio,74,74,0,20.8,12.2,9.5
north-texas,64,86,22,24.6,12.9,2.7
southern-mississippi,116,123,7,7.2,-21.8,14.5
