Conference,Score
Southeastern Conference,40.4
Pac-12 Conference,32.2
Big 12 Conference,32.0
Atlantic Coast Conference,31.7
Big Ten Conference,31.7
Independent,27.5
Mountain West Conference,21.5
Conference USA,20.1
American Athletic Conference,18.3
Sun Belt Conference,16.6
Mid-American Conference,14.6
FCS,0.9
