Conference,Score
Big Ten Conference,36.2
Atlantic Coast Conference,34.4
Southeastern Conference,32.8
Big 12 Conference,31.5
Independent,30.3
Pac-12 Conference,28.1
American Athletic Conference,24.5
Mountain West Conference,20.3
Mid-American Conference,19.5
Conference USA,15.9
Sun Belt Conference,12.4
FCS,1.0
