Conference,Score
Southeastern Conference,39.6
Big Ten Conference,35.9
Pac-12 Conference,34.9
Independent,34.7
Atlantic Coast Conference,34.2
Big 12 Conference,31.0
Mountain West Conference,27.1
American Athletic Conference,27.0
Conference USA,20.8
Mid-American Conference,20.5
Sun Belt Conference,18.1
FCS,2.1
