Conference,Score
Big Ten Conference,40.7
Southeastern Conference,38.1
Pac-12 Conference,36.2
Big 12 Conference,36.1
Atlantic Coast Conference,35.2
American Athletic Conference,28.5
Independent,27.0
Mountain West Conference,23.5
Mid-American Conference,21.0
Conference USA,18.7
Sun Belt Conference,17.3
FCS,1.8
