Conference,Score
Southeastern Conference,28.2
Atlantic Coast Conference,27.9
Big Ten Conference,25.5
Pac-12 Conference,25.3
Big 12 Conference,23.6
Independent,23.1
American Athletic Conference,23.0
Mountain West Conference,19.4
Mid-American Conference,16.4
Sun Belt Conference,15.1
Conference USA,14.8
FCS,5.8
