Conference,Score
Big Ten Conference,36.0
Atlantic Coast Conference,34.2
Southeastern Conference,32.9
Big 12 Conference,30.9
Independent,30.8
Pac-12 Conference,28.0
American Athletic Conference,23.9
Mountain West Conference,20.3
Mid-American Conference,18.1
Conference USA,16.0
Sun Belt Conference,13.0
FCS,1.0
