Conference,Score
Big Ten Conference,38.0
Southeastern Conference,35.8
Atlantic Coast Conference,35.5
Big 12 Conference,34.4
Independent,33.6
Pac-12 Conference,30.4
American Athletic Conference,27.2
Mountain West Conference,22.3
Mid-American Conference,20.9
Conference USA,17.4
Sun Belt Conference,13.8
FCS,1.6
