Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
ohio-state,4,11,7,59.6,54.7,19.5
penn-state,11,9,-2,54.3,35.2,13.7
michigan-state,36,45,9,34.8,21.0,6.9
michigan,9,4,-5,56.6,40.7,17.1
rutgers,95,84,-11,13.7,6.6,9.7
indiana,63,51,-12,24.9,15.2,3.9
maryland,26,39,13,38.3,26.6,12.4
wisconsin,7,5,-2,57.2,41.6,16.0
northwestern,67,69,2,23.0,11.3,5.8
iowa,51,34,-17,29.3,18.1,7.2
purdue,60,53,-7,25.4,16.1,13.4
nebraska,52,61,9,28.9,17.3,5.8
minnesota,35,19,-16,35.0,21.3,10.1
illinois,99,86,-13,12.9,-8.8,5.0
clemson,2,2,0,68.6,53.5,19.4
north-carolina-state,31,36,5,35.8,19.1,6.8
louisville,18,23,5,44.7,32.4,14.3
wake-forest,23,14,-9,41.0,26.9,9.8
boston-college,85,99,14,17.3,4.2,4.0
florida-state,53,78,25,28.0,30.5,12.2
syracuse,84,71,-13,17.5,4.7,4.7
miami-fl,14,25,11,48.7,33.4,9.7
virginia-tech,25,21,-4,39.2,24.0,9.6
georgia-tech,22,30,8,41.8,32.2,10.3
duke,24,13,-11,40.5,26.1,11.4
virginia,68,72,4,22.5,1.4,5.7
pittsburgh,86,102,16,17.0,3.5,9.2
north-carolina,97,85,-12,13.2,5.0,4.9
georgia,3,8,5,60.2,42.7,13.4
south-carolina,70,62,-8,21.5,4.1,5.3
kentucky,46,44,-2,30.0,10.3,5.1
missouri,107,111,4,9.8,-8.6,7.1
florida,39,48,9,32.1,16.7,7.1
vanderbilt,71,54,-17,21.3,3.7,7.3
tennessee,78,64,-14,19.8,1.0,6.7
alabama,1,1,0,79.8,67.9,23.4
auburn,15,24,9,48.5,38.1,16.1
louisiana-state,41,26,-15,30.5,20.3,16.3
mississippi-state,30,18,-12,36.6,31.2,15.4
texas-am,33,37,4,35.5,18.5,9.5
mississippi,96,82,-14,13.6,-7.4,6.2
arkansas,56,76,20,25.9,17.0,5.8
oklahoma,6,6,0,58.8,43.7,15.0
texas-christian,5,3,-2,59.6,44.7,15.6
oklahoma-state,16,20,4,46.9,35.7,14.5
iowa-state,75,63,-12,20.6,6.5,5.1
kansas-state,38,40,2,34.2,20.0,9.2
texas,48,65,17,29.8,24.8,10.9
west-virginia,44,42,-2,30.1,13.4,7.7
texas-tech,50,32,-18,29.6,12.6,6.0
baylor,113,113,0,7.7,-0.1,7.1
kansas,114,115,1,7.5,-14.6,5.8
washington,8,7,-1,57.1,38.7,14.2
stanford,34,35,1,35.3,28.8,12.5
washington-state,32,38,6,35.8,11.4,5.8
oregon,20,27,7,43.3,30.3,12.0
california,79,59,-20,19.6,0.6,2.8
oregon-state,116,117,1,6.6,-14.9,7.8
southern-california,21,12,-9,42.5,29.1,13.3
arizona-state,81,75,-6,18.9,7.8,4.7
arizona,54,49,-5,27.4,20.2,8.8
ucla,83,94,11,17.9,-2.4,2.4
utah,28,29,1,37.4,15.1,6.5
colorado,58,43,-15,25.6,11.4,9.2
massachusetts,125,125,0,2.5,-21.9,7.3
army,37,33,-4,34.7,27.9,14.7
notre-dame,13,17,4,50.8,41.5,14.0
brigham-young,108,104,-4,9.8,-5.3,4.6
central-florida,12,16,4,52.6,38.9,11.0
south-florida,19,22,3,43.8,21.6,8.2
temple,105,107,2,10.6,-10.8,12.3
cincinnati,100,96,-4,11.9,-7.9,5.7
connecticut,118,120,2,6.1,-18.5,6.3
east-carolina,131,131,0,0.0,-34.7,17.1
memphis,72,58,-14,21.3,-0.6,4.8
houston,49,47,-2,29.7,12.9,8.9
navy,10,10,0,54.9,38.6,12.8
southern-methodist,27,31,4,37.5,21.5,9.2
tulane,55,50,-5,26.7,18.7,7.1
tulsa,91,91,0,15.1,10.7,7.4
boise-state,66,74,8,23.1,11.5,7.8
colorado-state,47,55,8,29.8,19.0,6.3
utah-state,73,77,4,20.8,2.8,4.0
air-force,65,41,-24,23.1,27.0,16.1
wyoming,90,103,13,15.6,-6.6,6.1
new-mexico,42,68,26,30.5,20.2,5.2
fresno-state,61,70,9,25.4,16.0,14.2
san-diego-state,17,15,-2,46.2,24.7,9.3
nevada-las-vegas,69,80,11,21.8,8.9,7.6
san-jose-state,130,129,-1,0.8,-32.2,10.5
hawaii,110,105,-5,9.4,-13.5,4.2
nevada,123,124,1,4.3,-15.1,6.4
akron,101,110,9,11.8,-8.2,7.2
ohio,43,46,3,30.1,10.5,7.8
buffalo,76,81,5,20.1,1.6,10.5
miami-oh,98,95,-3,13.2,-5.1,2.8
bowling-green-state,127,127,0,1.5,-28.2,10.5
kent-state,117,114,-3,6.6,-15.0,5.5
toledo,57,66,9,25.7,6.4,5.3
central-michigan,112,109,-3,8.1,-16.4,4.7
northern-illinois,64,57,-7,24.2,13.7,3.2
western-michigan,45,67,22,30.0,19.4,9.7
eastern-michigan,87,79,-8,16.8,-1.1,2.1
ball-state,103,88,-15,11.5,-8.9,4.4
florida-atlantic,82,97,15,18.6,7.1,11.2
florida-international,102,101,-1,11.6,-16.2,7.5
marshall,74,87,13,20.7,-1.5,5.4
middle-tennessee-state,104,98,-6,11.0,-9.9,2.7
western-kentucky,92,93,1,15.0,-4.8,10.8
old-dominion,109,108,-1,9.7,-15.2,7.2
charlotte,126,126,0,2.5,-23.3,9.1
north-texas,62,73,11,25.3,10.8,9.6
southern-mississippi,77,60,-17,19.9,5.0,3.8
alabama-birmingham,89,89,0,15.8,-3.1,12.6
louisiana-tech,80,83,3,19.5,0.4,3.7
texas-san-antonio,29,28,-1,37.0,17.1,6.4
rice,121,116,-5,5.5,-18.3,8.4
texas-el-paso,128,130,2,1.4,-28.6,12.4
appalachian-state,59,56,-3,25.4,16.1,7.6
coastal-carolina,122,118,-4,4.7,-22.2,14.4
georgia-southern,120,123,3,5.5,-15.4,9.4
troy,40,52,12,30.8,11.5,4.4
arkansas-state,88,90,2,16.5,3.9,2.5
georgia-state,115,119,4,6.8,-18.7,12.0
