Team,Rank,PrevRank,DeltaRank,TeamScore,Strength,StandardDeviation
ohio-state,21,2,-19,42.3,46.5,26.1
penn-state,3,11,8,52.8,41.1,16.4
michigan-state,24,41,17,40.5,22.7,6.9
michigan,11,5,-6,50.4,37.6,23.3
rutgers,110,103,-7,12.1,-1.7,6.4
indiana,82,90,8,21.2,4.4,4.3
maryland,17,35,18,46.8,32.2,7.2
wisconsin,8,9,1,51.0,38.5,19.5
northwestern,86,63,-23,20.2,2.3,7.5
iowa,35,30,-5,35.4,15.1,9.3
purdue,63,105,42,26.1,14.1,7.9
nebraska,59,39,-20,27.0,15.9,7.4
minnesota,23,56,33,40.5,22.8,7.9
illinois,50,86,36,29.7,6.6,3.6
clemson,2,3,1,59.6,51.4,23.5
north-carolina-state,67,81,14,25.3,12.5,9.3
louisville,5,19,14,52.3,40.5,18.1
wake-forest,26,40,14,40.0,22.0,7.1
boston-college,84,57,-27,21.2,4.3,4.4
florida-state,53,64,11,28.6,33.6,16.3
syracuse,85,59,-26,21.1,4.2,5.2
miami-fl,32,29,-3,36.5,22.8,12.9
virginia-tech,39,22,-17,33.7,12.6,12.9
georgia-tech,48,65,17,30.0,22.0,13.9
duke,19,27,8,45.3,29.9,10.0
virginia,111,92,-19,11.7,-14.6,4.8
pittsburgh,64,67,3,25.7,13.5,11.7
north-carolina,105,88,-17,14.1,4.2,5.9
georgia,15,25,10,49.3,35.9,10.6
south-carolina,36,58,22,35.3,14.9,4.5
kentucky,43,46,3,31.9,9.8,6.4
missouri,81,55,-26,21.4,4.7,4.3
florida,83,76,-7,21.2,14.9,9.9
vanderbilt,27,38,11,39.4,21.1,7.0
tennessee,46,49,3,30.9,8.3,8.8
alabama,1,1,0,67.9,63.8,29.6
auburn,25,6,-19,40.2,42.3,21.8
louisiana-state,7,4,-3,51.5,39.2,22.5
mississippi-state,12,20,8,50.2,37.3,11.7
texas-am,60,68,8,26.8,15.5,13.2
mississippi,78,62,-16,22.9,-3.7,4.9
arkansas,62,33,-29,26.3,14.6,7.7
oklahoma,4,12,8,52.5,40.7,17.2
texas-christian,13,18,5,49.6,36.3,13.0
oklahoma-state,14,16,2,49.4,36.1,13.8
iowa-state,94,80,-14,18.1,-1.9,2.5
kansas-state,22,44,22,41.6,24.4,11.2
texas,45,99,54,31.4,24.8,6.2
west-virginia,74,74,0,24.1,10.2,10.6
texas-tech,51,54,3,29.6,11.4,5.8
baylor,113,104,-9,10.6,-6.3,8.3
kansas,112,96,-16,10.6,-16.9,7.0
washington,16,21,5,46.9,32.3,16.8
stanford,33,13,-20,35.5,33.0,16.8
washington-state,41,53,12,32.7,11.0,8.0
oregon,20,24,4,42.9,26.4,11.2
california,73,69,-4,24.1,-1.8,2.1
oregon-state,123,116,-7,7.6,-20.3,7.4
southern-california,6,14,8,52.3,40.4,16.2
arizona-state,101,82,-19,15.7,-6.7,3.3
arizona,56,34,-22,27.7,17.3,7.5
ucla,68,72,4,24.8,-0.8,1.9
utah,34,42,8,35.4,15.1,8.9
colorado,29,23,-6,38.6,19.9,12.7
massachusetts,125,123,-2,6.4,-15.5,7.1
army,10,7,-3,50.5,37.8,19.6
notre-dame,40,10,-30,33.7,29.3,16.3
brigham-young,98,79,-19,16.1,-0.5,4.1
central-florida,42,47,5,31.9,15.2,5.9
south-florida,44,32,-12,31.6,9.4,10.1
temple,103,93,-10,14.9,-8.3,10.7
cincinnati,104,107,3,14.6,-8.9,7.5
connecticut,102,98,-4,15.0,-13.0,5.7
east-carolina,131,131,0,0.0,-38.0,18.9
memphis,54,60,6,28.2,8.9,5.7
houston,31,52,21,37.4,24.4,11.3
navy,18,17,-1,45.5,30.2,14.4
southern-methodist,30,51,21,37.8,18.7,6.7
tulane,52,50,-2,28.8,19.6,5.4
tulsa,70,87,17,24.5,11.0,9.6
boise-state,49,31,-18,29.9,21.9,8.9
colorado-state,55,70,15,27.7,10.5,8.1
utah-state,90,110,20,19.2,0.4,3.2
air-force,9,8,-1,50.8,46.6,18.9
wyoming,96,95,-1,17.1,-3.9,3.3
new-mexico,77,43,-34,23.6,9.3,7.2
fresno-state,57,36,-21,27.6,17.3,15.7
san-diego-state,28,37,9,38.9,20.3,10.0
nevada-las-vegas,89,124,35,19.3,0.5,7.2
san-jose-state,127,112,-15,5.0,-26.5,7.2
hawaii,97,77,-20,16.3,-9.5,4.8
nevada,119,114,-5,8.7,-11.9,7.8
akron,88,125,37,19.7,1.4,8.0
ohio,65,26,-39,25.4,12.7,10.9
buffalo,108,120,12,13.0,0.9,10.3
miami-oh,100,109,9,15.9,-6.3,2.8
bowling-green-state,126,122,-4,5.4,-22.0,7.0
kent-state,109,117,8,12.1,-13.8,4.9
toledo,38,48,10,34.3,13.4,6.5
central-michigan,80,89,9,21.7,-5.5,4.2
northern-illinois,79,91,12,21.8,5.5,2.2
western-michigan,92,71,-21,18.7,18.2,12.7
eastern-michigan,72,73,1,24.3,-1.5,0.3
ball-state,71,102,31,24.5,11.0,0.7
florida-atlantic,122,127,5,7.9,-14.2,9.8
florida-international,118,126,8,9.1,-19.9,9.2
marshall,106,100,-6,13.8,-10.5,7.1
middle-tennessee-state,87,108,21,19.7,1.5,2.6
western-kentucky,91,61,-30,19.1,0.2,11.5
old-dominion,66,78,12,25.3,-0.1,5.2
charlotte,124,113,-11,6.6,-18.3,3.9
north-texas,76,45,-31,23.7,9.3,12.3
southern-mississippi,75,94,19,23.8,9.6,2.0
alabama-birmingham,58,15,-43,27.4,16.8,16.0
louisiana-tech,93,66,-27,18.6,-0.8,3.7
texas-san-antonio,61,84,23,26.5,6.1,0.3
rice,107,128,21,13.2,-11.7,11.5
texas-el-paso,128,121,-7,3.4,-27.9,7.1
appalachian-state,47,83,36,30.3,22.7,8.9
coastal-carolina,37,28,-9,35.1,20.5,10.8
georgia-southern,121,101,-20,8.5,-12.6,2.6
troy,69,85,16,24.7,11.3,5.6
arkansas-state,99,97,-2,15.9,1.7,1.0
georgia-state,129,129,0,1.8,-33.5,13.9
new-mexico-state,95,115,20,17.3,-3.5,7.0
louisiana-lafayette,117,111,-6,9.3,-19.4,9.1
louisiana-monroe,116,119,3,9.4,-14.4,8.2
idaho,114,75,-39,10.4,-17.2,0.8
south-alabama,120,106,-14,8.7,-12.0,2.8
texas-state,115,118,3,10.4,-17.2,14.4
fcs,130,130,0,1.4,-25.1,11.1
