Conference,Score
Big Ten Conference,34.6
Southeastern Conference,33.0
Atlantic Coast Conference,32.3
Big 12 Conference,31.5
Pac-12 Conference,29.6
Independent,26.1
American Athletic Conference,24.6
Mountain West Conference,20.8
Mid-American Conference,16.3
Conference USA,15.2
Sun Belt Conference,12.7
FCS,1.0
