Conference,Score
Big Ten Conference,36.6
Southeastern Conference,34.7
Atlantic Coast Conference,34.7
Big 12 Conference,33.3
Pac-12 Conference,32.3
American Athletic Conference,28.0
Independent,27.7
Mountain West Conference,22.5
Mid-American Conference,17.8
Conference USA,16.3
Sun Belt Conference,14.0
FCS,1.4
