Conference,Score
Big Ten Conference,35.4
Southeastern Conference,32.9
Big 12 Conference,32.4
Atlantic Coast Conference,32.0
Independent,30.2
Pac-12 Conference,28.1
American Athletic Conference,24.7
Mountain West Conference,20.7
Mid-American Conference,17.9
Conference USA,14.9
Sun Belt Conference,11.3
FCS,0.9
